post_location,warning_time_seconds,with_alert_screenshot,magnitude_on_alert_screenshot,distance_on_alert_screenshot_ml,alert_language,alert_screenshot_with_contour,user_approximate_location_on_alert,alert_type,alert_source,reply_sentiment,felt_shaking,alert_mode,post_alert_action,users_sentiment,users_emotion,helpfulness,system_improvement,alert_arrival_wrt_shaking,shaking_level,shaking_intensity_mmi,alert_received_by_others,indoor_vs_outdoor,user's_accompany,first_earthquake_alert_experience,user's_past_earthquake_experience,past_earthquake_damage_experience,user's_gender,alert_info_recall,aea_info_accuracy,technical_issues_with_alert,alert_info_clearance,reason_for_taking_no_action,future_trust_level,helpfulness_reason,aea_vs_others,reasoning,location_combined,warning_time_binned
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,MIXED,FEAR,UNKNOWN,UNKNOWN,BEFORE SHAKING,WEAK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user mentions receiving a notification on their Android tablet before the shaking started ('öncesinde bildirim aldım'). They felt a slight shaking ('hafif salladı') but experienced a great deal of fear ('korkusu büyük oldu'). This indicates a mixed sentiment, with the alert arriving before the shaking but causing fear. The post was made 21 hours ago, so the post time is estimated as 21 hours after the time the image was taken (1:50 PM EST). The user attributes the alert to a 'deprem uygulaması' (earthquake application), which in this context refers to the Android Earthquake Alerts system. Since the user mentions receiving a notification, it is assumed the alert came with sound.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user is responding to another user about how to find earthquake alerts on Android phones. They mention that if you search for 'deprem uyarıları' (earthquake alerts) in the settings, it will appear. The user is providing information about the Android system, so the alert source is AEA. The post time is estimated based on the '21h' relative time. Since the user is just providing instructions, the sentiment is neutral and most fields are unknown.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,OPPOSITION_OF_POSITIVE_POST,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],INACCURATE,UNKNOWN,UNKNOWN,DEEMED_UNNECESSARY,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user is replying to another user and expressing a negative sentiment about the Android earthquake alert system. They are stating that the alerts are only being received by Android phones that are at least 500 km away from the earthquake's epicenter. This implies that the alerts are not being delivered to those who are actually experiencing the earthquake, making them unhelpful and inaccurate. The user's statement suggests a level of distrust in the system and a belief that it needs improvement. The user's statement implies that they took no action because they deemed it unnecessary, as they were too far away from the earthquake. The user's statement implies that the alert arrived too late to be useful, as it was received by people who were not affected by the earthquake.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,UNKNOWN,UNKNOWN,"The user is switching to Android because it saved them from shaking ('kurtarıyorum sallantıdan'). This implies they felt the earthquake and are attributing their safety to Android, likely due to the AEA system. The user's sentiment is positive and expresses reassurance. The user's name 'Can' is male. The post does not contain a screenshot or any specific details about the alert itself, so most fields are marked 'UNKNOWN'.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,ALERT_WITH_SOUND,UNKNOWN,NEGATIVE,FEAR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,INDOOR,NO,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user mentions that three Android phones at home started ringing ('ötmeye ba_ladı'), indicating they received earthquake alerts with sound. The user expresses fear ('aklım çıktı' - 'I was shocked') upon seeing the notification. The user was at home ('evde'). The user was alone ('i_imden dolayı' - 'because of my work'). The post time is estimated based on the '21h' ago. The user's name 'Tülin Pınar' is female.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,AEA_ALERT_ARRIVED_EARLIER,"The user expresses positive sentiment about the Android earthquake alert system, stating it's a 'mükemmel bir deprem alarm sistemi' ('perfect earthquake alarm system'). They mention switching from iOS (iPhone) to Android specifically because of this feature, indicating a positive experience and increased trust in the system. The user states it is the first time they are using Android, so it is also the first time they are receiving an alert from the AEA. The post time is estimated based on the '21h' relative time. The user's name 'ENES YAMAÇ' is male.",,
"Izmir, Karsiyaka",UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NOT_HELPFUL,UNKNOWN,AFTER SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['ESTIMATED_MAGNITUDE'],UNKNOWN,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user mentions receiving an Android alert (AEA) predicting a 5.9 magnitude earthquake, but states they didn't see it ('görmedim') and felt a slight shaking in Karsiyaka, Izmir. This implies the alert arrived after the shaking, making it unhelpful. The user's sentiment is neutral, but the fact that they didn't see the alert and felt the shaking suggests a negative experience with the alert system. The user's gender is female. The user's location is Karsiyaka, Izmir. The shaking level is weak. The intensity is 3. The alert was not helpful because it arrived too late. The user will trust less in the future.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,Turkish,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,SOUGHT_INFO,CONFUSION,SURPRISE,NEUTRAL,UNKNOWN,DURING SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],INACCURATE,UNKNOWN,UNCLEAR,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,"The user says they jumped and woke up from a message from Android ('O_lum Android'den mesaj geldi sıçradım uyandım'). This indicates the alert came with a sound and surprised them. They then ask where the earthquake happened ('deprem nerde oldu'), suggesting they didn't immediately understand the alert or its location, and that the information provided was not clear to them. This implies the alert arrived during the shaking and they were confused. The user's confusion and lack of clarity about the earthquake's location suggest the alert was not particularly helpful. The user's profile picture is too small to determine gender.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,Turkish,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],UNKNOWN,UNKNOWN,UNKNOWN,REASON_UNSPECIFIED,UNKNOWN,UNKNOWN,UNKNOWN,"The user mentions being woken up by an alert on their old Android phone while trying to sleep. The post implies that the alert had a sound notification. The user felt the earthquake. The user took no action. The sentiment is neutral. The user was surprised. The post does not provide enough information to determine the exact time, location, or other details about the alert. The user does not provide a screenshot of the alert.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,ALERT_WITH_SOUND,PASSIVE_AWARE,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDOOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,REASON_UNSPECIFIED,NEUTRAL,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user mentions being woken up by a notification on their Android phone, implying the alert had a sound. The post is neutral in sentiment. The user took no action. The post time is estimated based on the '21h' timestamp. The user mentions that the alert woke them up, implying that it confirmed that there was an earthquake. The user was indoors when they received the alert.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,AEA_ALERT_ARRIVED_EARLIER,"The user's tweet expresses surprise and a positive sentiment towards Android phones for providing earthquake alerts, implying that iPhones might not offer the same feature. The user is suggesting that one should buy an Android phone just to keep at home for earthquake alerts. This suggests the user found the alert helpful and accurate, thereby increasing their trust in the system. The user is also comparing the Android Earthquake Alert to other earthquake warning systems, implying that Android Earthquake Alert arrived earlier than other systems.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,CONFIRMATION_OF_POSITIVE_POST,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,UNKNOWN,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,The user confirms that the Android system (Google) reacts instantly to earthquakes. The user describes how to find the earthquake alerts settings on a Xiaomi Android device. This suggests a positive sentiment and that the user finds the system helpful and accurate. The post time is estimated based on the 21 hours mentioned in the tweet text.,,
Bodrum,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,SILENT_NOTIFICATION,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,UNKNOWN,INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses negative sentiment because they did not receive a notification from either iOS or Android. The user is in Bodrum. The post indicates the alert was not received, so the arrival is after shaking. The user's profile picture suggests the user is male. The user's negative experience suggests they will trust the system less in the future.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user is explaining how to activate the Android earthquake alert feature in the settings. The user is not sharing any experience about receiving an alert. Therefore, most of the fields are marked as UNKNOWN.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,GRATITUDE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses gratitude ('çok t_k' - 'thank you very much') for the Android earthquake warning waking them up. This indicates a positive sentiment and implies the alert was helpful. The user's profile picture suggests the user is female. The post time is estimated based on the '21h' timestamp relative to the current time (EST+7). Since the user was woken up by the alert, it is implied that the alert arrived before the shaking. The user's gratitude implies a level of trust in the system for future events. The user's gratitude implies that the alert was helpful because it provided time to prepare.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user expresses a positive sentiment towards the Android earthquake alert system, stating that it warned with such strength for the first time. The user's statement implies that the alert was helpful in some way, likely by confirming the earthquake. The user's profile picture suggests the user is male. The post time is estimated based on the '21h' relative time. The user's statement implies that this is the first time they have received such a strong alert from the system, suggesting a positive first experience. The user's expression of well wishes to those affected suggests a sense of reassurance and empathy.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user is complaining about not receiving an earthquake alert despite having Android settings enabled. This indicates a negative sentiment and a technical issue ('ALERT_NOT_APPEARING_WHEN_EXPECTED'). The user's question implies they expected an alert but didn't receive one, suggesting the alert was unhelpful and arrived too late (or not at all). The user's name 'Burak' is male. The post time is estimated based on the '21h' ago.",,
Isparta,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,NEGATIVE,FEAR,NOT_HELPFUL,UNKNOWN,UNKNOWN,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user mentions feeling the earthquake in Isparta and describes the alert as 'korkutucu bir bildirim' ('a scary notification'). The use of 'amk senin android' suggests a negative sentiment and potentially a feeling that the alert was not helpful, possibly because it was scary or arrived after the shaking had already started. The user felt weak shaking. The user is likely referring to the Android earthquake alert system, so the alert source is AEA. The user's negative sentiment and fear suggest they found the alert unhelpful. The user's post suggests a level of distrust in the AEA system for future earthquake events. The post time is estimated based on the '21h' ago.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,CONFUSION,NOT_HELPFUL,UNKNOWN,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,The user states that the Android notification arrived 'immediately after the earthquake started'. This indicates that the alert arrived too late to be helpful. The user also expresses some confusion about what they felt. The user's name 'Berk' is male.,,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses negative sentiment because Android (AEA) did not send a notification. This implies the alert was expected but did not arrive, suggesting a technical issue. The user's sentiment is negative and they likely felt the alert was unhelpful since it didn't arrive. The post time is estimated based on the '21h' relative time. The user's statement 'Bu defa Android bile bildirim gönderemedi' translates to 'This time even Android couldn't send a notification'. This suggests a previous expectation of receiving an alert from Android, which was not met this time.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user is providing instructions on how to activate earthquake alerts on Android phones. The user's sentiment is neutral, as they are simply providing information. The post does not contain any information about the user's experience with the alert system, so most fields are marked as 'UNKNOWN'.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user is explaining that Android's own system for earthquake alerts needs to be activated if the user has an Android phone, rather than using a separate application. This indicates awareness of the AEA system. The user's gender is inferred from the profile picture. The post time is unknown. The sentiment is neutral as the user is providing information rather than expressing an opinion.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_FEMALE,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,The user is asking a question about whether other Android phone users received an earthquake alert. This indicates a neutral sentiment. The post time is estimated based on the '21h' ago. The user's name '_elale Karagüllü' is female.,,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user states that the Android earthquake warning worked this time ('Android deprem uyarısı bu sefer de calisti'). They also mention that they usually don't feel the shaking, but this time they did ('Normalde hissetmem ama bu sefer ben bile sallandigimizi hissettim'). This indicates a positive sentiment and surprise that the alert was accurate and that they felt the shaking. The post time is estimated based on the '21h' timestamp. The user's statement implies that they have received alerts before, but this is the first time it has been accurate. The user's name 'Sezer' is male.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,GRATITUDE,HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user expresses a positive sentiment towards Android ('Android seni seviyorum' - 'Android I love you') in relation to the earthquake (#deprem). This suggests the user found the Android earthquake alert helpful. The post time is estimated based on the '21h' relative time. Since there is no screenshot, many fields are marked as 'UNKNOWN' or 'NOT_APPLICABLE'. The user's positive sentiment implies they will likely trust the system more in the future. The user's positive sentiment implies that the alert was accurate.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,Turkish,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],UNKNOWN,UNKNOWN,UNCLEAR,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,The user mentions receiving an 'Android deprem uyarısı' (Android earthquake warning) but expresses confusion ('ben de anlamadım' - 'I didn't understand either'). This indicates a neutral sentiment with an element of confusion. The lack of a screenshot and specific details makes it difficult to assess other aspects of the experience. The alert message was unclear to the user.,,
